iter	Logloss
150	0.4160559842
151	0.4158825199
152	0.4156732143
153	0.4154412705
154	0.4152325931
155	0.4147759226
156	0.4143296967
157	0.4141160349
158	0.4139189258
159	0.4137442274
160	0.4135433633
161	0.4133519075
162	0.4131019123
163	0.4126844483
164	0.4124758709
165	0.4123249801
166	0.4121759173
167	0.411952871
168	0.4116775644
169	0.4112614115
170	0.4109851999
171	0.4108272945
172	0.4106377583
173	0.4102548489
174	0.4101184324
175	0.4096113155
176	0.4092913867
177	0.4091217979
178	0.4088245827
179	0.4085100413
180	0.4084058028
181	0.4081232254
182	0.4079512451
183	0.4077846467
184	0.4076326761
185	0.4074870772
186	0.4072778133
187	0.4071192626
188	0.4069591378
189	0.4067925322
190	0.4066499637
191	0.4064592118
192	0.4062944677
193	0.4059235226
194	0.4057498765
195	0.405586041
196	0.4054020218
197	0.4052035163
198	0.405090624
199	0.4048821916
200	0.4047435348
201	0.4041826466
202	0.4040369884
203	0.4038074898
204	0.403303193
205	0.4031004672
206	0.4028471872
207	0.402670665
208	0.4025907161
209	0.4023936597
210	0.4022088966
211	0.4021028113
212	0.4018975939
213	0.4017829722
214	0.4015958923
215	0.4014108373
216	0.4012295754
217	0.4010608328
218	0.4006024357
219	0.4004381733
220	0.3999575943
221	0.3997570611
222	0.3995691736
223	0.3992850804
224	0.3990778491
225	0.3988070829
226	0.3985864861
227	0.3984034094
228	0.3982343627
229	0.3981116455
230	0.3977265146
231	0.3974543604
232	0.3973078374
233	0.3971890631
234	0.3969983156
235	0.3965891282
236	0.3964764544
237	0.396294538
238	0.3959919515
239	0.3958520345
240	0.3957321291
241	0.3955158724
242	0.3954246736
243	0.3952353748
244	0.3950661372
245	0.3948488084
246	0.3946776578
247	0.3945232957
248	0.3943706969
249	0.394243565
250	0.3940857973
251	0.3939187911
252	0.3938164625
253	0.3936398707
254	0.3934392966
255	0.3933146312
256	0.3932163398
257	0.3930327421
258	0.392896255
259	0.3927583131
260	0.3924891219
261	0.3923547119
262	0.3921244183
263	0.392007208
264	0.3917793149
265	0.3916092212
266	0.3914309148
267	0.3912873237
268	0.3910813597
269	0.3907614609
270	0.3905967219
271	0.3903039721
272	0.390064963
273	0.3899288437
274	0.3897651853
275	0.3895544798
276	0.3894297049
277	0.3893165102
278	0.3891943205
279	0.388936673
280	0.3887806207
281	0.3886227671
282	0.3884510048
283	0.3883047451
284	0.3881700671
285	0.3880046464
286	0.3878690022
287	0.3877646086
288	0.3875634218
289	0.3873972412
290	0.3872481123
291	0.3870866724
292	0.3869727779
293	0.386821541
294	0.3866727925
295	0.3865413287
296	0.3864238226
297	0.3863006424
298	0.3861804264
299	0.3859924762
300	0.3858702217
301	0.3857420849
302	0.3856139976
303	0.385408104
304	0.3852844067
305	0.3851789722
306	0.3851113873
307	0.3849551807
308	0.3848032772
309	0.3846718997
310	0.384531871
311	0.384371749
312	0.384253485
313	0.3840676825
314	0.3839211403
315	0.3838130887
316	0.3836966873
317	0.3835221923
318	0.3833635666
319	0.3832249455
320	0.3830891648
321	0.3828993775
322	0.3826601426
323	0.3825779225
324	0.3824765399
325	0.3823272671
326	0.3822179732
327	0.3821163757
328	0.3819439876
329	0.3818327446
330	0.3814853376
331	0.3812727393
332	0.3811154355
333	0.380926553
334	0.3807505544
335	0.380528446
336	0.3804217591
337	0.3802263568
338	0.3801396787
339	0.3800189954
340	0.3797265607
341	0.3795772597
342	0.379257607
343	0.3791534489
344	0.3790019761
345	0.3789205255
346	0.3787182334
347	0.3786093058
348	0.3785204027
349	0.3784174411
350	0.3782012197
351	0.3779120304
352	0.3777741547
353	0.377620842
354	0.3774471027
355	0.3773143144
356	0.3771581931
357	0.3770194679
358	0.3769139112
359	0.3767900858
360	0.3766554241
361	0.376526652
362	0.3764114524
363	0.376264546
364	0.3760794721
365	0.3759587225
366	0.375851519
367	0.3757128947
368	0.3755938324
369	0.375470519
370	0.3753548792
371	0.3752408189
372	0.375155243
373	0.3750548179
374	0.3749037085
375	0.3747887031
376	0.3745702518
377	0.3744149226
378	0.3742797333
379	0.3740729028
380	0.3739402696
381	0.3737568232
382	0.3736433041
383	0.3734345547
384	0.373276096
385	0.3728814865
386	0.372670149
387	0.3724725693
388	0.3722711787
389	0.3721343035
390	0.3719738426
391	0.3718440429
392	0.3717232258
393	0.3715440064
394	0.3714619629
395	0.3712808025
396	0.3711305357
397	0.3709933389
398	0.3708716439
399	0.370716445
400	0.3705949249
401	0.3704852326
402	0.3702469212
403	0.3701353425
404	0.3696819973
405	0.3695711254
406	0.3694482283
407	0.3693340677
408	0.3691548827
409	0.36898193
410	0.3688377702
411	0.368683024
412	0.3685676397
413	0.3684741666
414	0.3683043111
415	0.3681490649
416	0.3678673009
417	0.3677720551
418	0.3676249528
419	0.3674732465
420	0.3673751751
421	0.3672398178
422	0.3671275037
423	0.366966607
424	0.3668236415
425	0.3666460034
426	0.3665460401
427	0.3663322017
428	0.3661729515
429	0.3660494496
430	0.3659365776
431	0.3657604279
432	0.3656328585
433	0.3655452835
434	0.3652988265
435	0.3650912489
436	0.3647897453
437	0.3646832512
438	0.3645088433
439	0.3643455269
440	0.364215142
441	0.3640946886
442	0.3639500383
443	0.3638524873
444	0.3637211196
445	0.3635970228
446	0.3633610869
447	0.3631548453
448	0.3629403105
449	0.3628274117
450	0.3625685241
451	0.3623527224
452	0.3621837548
453	0.3619790563
454	0.3618269753
455	0.3616492101
456	0.3614440595
457	0.3613460152
458	0.3611468432
459	0.3609488357
460	0.3606712087
461	0.3604852749
462	0.360287767
463	0.3600833892
464	0.359936206
465	0.3597800075
466	0.3596937733
467	0.3595428576
468	0.3592865752
469	0.3591027515
470	0.358971384
471	0.3587899874
472	0.3586259601
473	0.3584806856
474	0.3583292969
475	0.3582437418
476	0.3580446783
477	0.3579268828
478	0.357762665
479	0.3576060141
480	0.3574378324
481	0.3573151237
482	0.3571653089
483	0.3568871031
484	0.3567303998
485	0.3565346808
486	0.3564076702
487	0.3562841892
488	0.3561059685
489	0.355984952
490	0.3558641626
491	0.3556799074
492	0.3555806031
493	0.3554755775
494	0.3553273246
495	0.3551542255
496	0.3549715678
497	0.354794891
498	0.354575364
499	0.3542838866
500	0.354136047
501	0.353905199
502	0.3537717951
503	0.3536721946
504	0.3535909698
505	0.353473436
506	0.3533568308
507	0.3530888337
508	0.3528726976
509	0.3527330432
510	0.3526107379
511	0.3523492869
512	0.3522202818
513	0.3521209213
514	0.3519863095
515	0.351895117
516	0.3517354639
517	0.3516121547
518	0.3514663095
519	0.3513452208
520	0.3511653078
521	0.3510439009
522	0.3508955881
523	0.3507978383
524	0.3506778382
525	0.3504587275
526	0.3503436422
527	0.3502028868
528	0.3499733155
529	0.3497725851
530	0.3496392266
531	0.3494986736
532	0.3493642772
533	0.3491155032
534	0.3489379065
535	0.3488159474
536	0.3486894548
537	0.3485385467
538	0.3483661619
539	0.3482236859
540	0.3480725363
541	0.3479306116
542	0.3477673071
543	0.3476673696
544	0.3475305069
545	0.3473159851
546	0.3471679211
547	0.3470258798
548	0.3468413559
549	0.3467453969
550	0.3466415458
551	0.3465503087
552	0.3464655767
553	0.3463619446
554	0.3462311837
555	0.3460690542
556	0.3459014475
557	0.3457926194
558	0.3456828672
559	0.3455434149
560	0.345415489
561	0.3452045044
562	0.3450870741
563	0.3449661069
564	0.3448378079
565	0.3446979502
566	0.3445621766
567	0.3443897958
568	0.3442648008
569	0.344156231
570	0.3439875095
571	0.3438560768
572	0.34371276
573	0.3435723066
574	0.3433835283
575	0.3432199127
576	0.3430209625
577	0.3428719654
578	0.3427068101
579	0.3425257594
580	0.3424174352
581	0.3423237048
582	0.3422052891
583	0.3420588453
584	0.341964765
585	0.3418466247
586	0.3417397232
587	0.3415955273
588	0.3414759468
589	0.3413677798
590	0.3412450289
591	0.3411663478
592	0.3410653721
593	0.340948022
594	0.3407711354
595	0.3406155748
596	0.3405079852
597	0.3404009079
598	0.3402897355
599	0.3400648362
600	0.3398902667
601	0.3397925283
602	0.3397071044
603	0.3395853177
604	0.3394907045
605	0.339359424
606	0.3392158349
607	0.3391043297
608	0.3389568558
609	0.3388609711
610	0.3387863183
611	0.3386776206
612	0.3385895752
613	0.338473145
614	0.3383309375
615	0.3382355897
616	0.3381252712
617	0.3379623039
618	0.3378132276
619	0.3376845798
620	0.3375885849
621	0.3374591463
622	0.3372311707
623	0.3371061246
624	0.3370085708
625	0.3368651325
626	0.3367498462
627	0.3366155494
628	0.336524305
629	0.3364359022
630	0.3362896043
631	0.336189441
632	0.3360193368
633	0.3358975458
634	0.3358029977
635	0.3356765198
636	0.3355817543
637	0.3354795255
638	0.3353383643
639	0.3352059798
640	0.3350884595
641	0.3349660458
642	0.3348361223
643	0.3346920672
644	0.3345767376
645	0.3344708495
646	0.3343435023
647	0.3341343641
648	0.334032621
649	0.3339296426
650	0.3338483366
651	0.3337467226
652	0.3336082597
653	0.3335158458
654	0.3334113154
655	0.3332974986
656	0.3331949631
657	0.3330538886
658	0.3329474187
659	0.3328152572
660	0.3326974294
661	0.3326120883
662	0.3325241149
663	0.3324125434
664	0.3323420789
665	0.3322273245
666	0.3321111139
667	0.3319824454
668	0.3318384541
669	0.3316432425
670	0.3315494508
671	0.3314630529
672	0.3313130023
673	0.3312113225
674	0.3310975422
675	0.3309516583
676	0.3308525113
677	0.3307687975
678	0.3306519776
679	0.3305645383
680	0.3303777911
681	0.3301733885
682	0.3300917524
683	0.3299427839
684	0.3298317324
685	0.3297143413
686	0.329611692
687	0.3294591061
688	0.3293463762
689	0.3292210312
690	0.3291113263
691	0.329022681
692	0.3289492167
693	0.3288606812
694	0.3287076595
695	0.3285815021
696	0.3284641414
697	0.3283316027
698	0.3282555692
699	0.3281456494
700	0.3279824547
701	0.327872672
702	0.3277750965
703	0.3275907643
704	0.3274550002
705	0.3273307768
706	0.3272166938
707	0.3271100077
708	0.3270043215
709	0.3268662793
710	0.3266957088
711	0.3266343774
712	0.3265146199
713	0.3263971621
714	0.3262908921
715	0.3261689528
716	0.3260549388
717	0.3259235859
718	0.325805545
719	0.3257110208
720	0.3255689365
721	0.325496526
722	0.3254027845
723	0.3253177736
724	0.3251956117
725	0.3251169578
726	0.3250262287
727	0.3248776897
728	0.324802726
729	0.324712269
730	0.324578067
731	0.3244357541
732	0.3243090482
733	0.3242255437
734	0.3241356564
735	0.3240595217
736	0.3239606308
737	0.3238659906
738	0.3236674399
739	0.3235533992
740	0.3234564927
741	0.3233808995
742	0.3232292405
743	0.3230698248
744	0.323003017
745	0.3229252887
746	0.3228613705
747	0.3227683161
748	0.3226845176
749	0.3225677498
750	0.3224278222
751	0.3223419038
752	0.3222146162
753	0.3221185318
754	0.322031062
755	0.3218938493
756	0.321737696
757	0.3216269531
758	0.3215068534
759	0.3213648276
760	0.3212312939
761	0.3211205963
762	0.321019031
763	0.3209176479
764	0.3208025281
765	0.3206515453
766	0.3204851496
767	0.3203652216
768	0.3202628533
769	0.3201480187
770	0.3200649707
771	0.319954347
772	0.3198313934
773	0.3197208332
774	0.3195523383
775	0.3194259964
776	0.3193013335
777	0.3191456505
778	0.319017684
779	0.318905587
780	0.318789677
781	0.3186949943
782	0.3185307309
783	0.318438622
784	0.3183126886
785	0.3182002679
786	0.3180912783
787	0.317967954
788	0.3178697198
789	0.3176513553
790	0.317579126
791	0.317469456
792	0.3173584873
793	0.3172598219
794	0.3171571899
795	0.3170448335
796	0.3169743865
797	0.316824057
798	0.3167137968
799	0.31661638
800	0.3165439827
801	0.3164319234
802	0.3163156758
803	0.3162202507
804	0.3160767572
805	0.3160091577
806	0.3159105006
807	0.3158223609
808	0.3157771255
809	0.3156123547
810	0.3155249334
811	0.3154556267
812	0.3153151958
813	0.3151712942
814	0.3151203413
815	0.3150364718
816	0.3149075738
817	0.3147767324
818	0.3146946559
819	0.3145639648
820	0.314443873
821	0.3143463309
822	0.3142003805
823	0.3140934673
824	0.3140128885
825	0.3139099746
826	0.3137687961
827	0.3135942926
828	0.3135348227
829	0.3134412107
830	0.3133434593
831	0.3132425024
832	0.3131712166
833	0.3131152394
834	0.3130211065
835	0.3129024973
836	0.3128309008
837	0.3127447708
838	0.3125747856
839	0.3124525176
840	0.3123157987
841	0.3122024817
842	0.3120572521
843	0.3119723731
844	0.3118996397
845	0.3117951674
846	0.311642154
847	0.3115205261
848	0.3114330075
849	0.3113329491
850	0.3112538422
851	0.3111957153
852	0.3110143875
853	0.3109422128
854	0.3107759483
855	0.3106802073
856	0.3105833812
857	0.3104634463
858	0.3103217132
859	0.3101827799
860	0.3100809077
861	0.3099580148
862	0.3098946173
863	0.3098135474
864	0.3097222107
865	0.3096312042
866	0.3094688632
867	0.3093759994
868	0.3092841025
869	0.3091635687
870	0.3090410797
871	0.3089542992
872	0.3088843686
873	0.3087884684
874	0.3087216961
875	0.308641211
876	0.3085097903
877	0.3084561767
878	0.3083690733
879	0.3082951459
880	0.3082092646
881	0.308064388
882	0.3079704258
883	0.3078926996
884	0.3077976223
885	0.3076552332
886	0.3075675926
887	0.3074810017
888	0.3073546616
889	0.3072501523
890	0.3071622713
891	0.3070897643
892	0.3069786013
893	0.3068332146
894	0.3067371511
895	0.3066493877
896	0.3065458008
897	0.3064742188
898	0.306397017
899	0.306287104
900	0.3062116548
901	0.3061419968
902	0.3060642297
903	0.3059649433
904	0.3058990771
905	0.3058030427
906	0.3057226846
907	0.3055905454
908	0.3054743792
909	0.3053579601
910	0.3052925105
911	0.3051663736
912	0.3050602909
913	0.3049127393
914	0.3048063486
915	0.304658282
916	0.3045627904
917	0.3044388715
918	0.3043193133
919	0.3041729544
920	0.3040955631
921	0.3039903624
922	0.3039134349
923	0.3037803847
924	0.3037066903
925	0.3036283121
926	0.303519102
927	0.3034611344
928	0.3033665568
929	0.3032216972
930	0.3031539476
931	0.3030503616
932	0.3029470517
933	0.3028865795
934	0.3027852668
935	0.3026977945
936	0.302609691
937	0.3024090723
938	0.3022482923
939	0.3021695138
940	0.302038264
941	0.3019725165
942	0.3018946845
943	0.3017625394
944	0.3016571941
945	0.3015927159
946	0.301459778
947	0.3013446522
948	0.3012357746
949	0.3011611912
950	0.3010403705
951	0.30097889
952	0.3008579829
953	0.3007731707
954	0.3006864871
955	0.3006086989
956	0.3005044654
957	0.3004164096
958	0.3003395491
959	0.3002346771
960	0.300141849
961	0.3000455037
962	0.2999518567
963	0.2998685477
964	0.2997394545
965	0.2996374581
966	0.2995622648
967	0.2995078451
968	0.2994193128
969	0.2993564307
970	0.2992745347
971	0.2991937856
972	0.299068623
973	0.2989530362
974	0.2988858605
975	0.2988215781
976	0.2987598587
977	0.2986825576
978	0.298625095
979	0.2985389099
980	0.2983798349
981	0.2982750238
982	0.2981824324
983	0.2980642541
984	0.2979389773
985	0.2978148551
986	0.2976949659
987	0.2976216131
988	0.2975005673
989	0.2973901744
990	0.2973034186
991	0.2972563285
992	0.2971904026
993	0.2971189722
994	0.2970624181
995	0.2969346591
996	0.2967925635
997	0.2966999511
998	0.2965939195
999	0.296428061
